Relocated Date,Make,Color,Plate,State,Relocated From Address Number,Relocated From Street Direction,Relocated From Street Name,Relocated From Suffix,Relocated To Address Number,Relocated To Direction,Relocated To Street Name,Relocated To Suffix,Relocated Reason,Service Request Number,Relocated From X Coordinate,Relocated From Y Coordinate,Relocated From Latitude,Relocated From Longitude,Relocated From Location
07/14/2020 11:38:00 AM,Honda,Silver,ANV445,Indiana,1522,W,WILSON,,1610,W,WILSON,,Other,20-00049347,,,,,
07/20/2020 10:33:00 AM,Hyundai,Gray,BD30961,Illinois,4641,N,KILBOURN,,4956,N,KENTUCKY,,Other,20-00051033,1145243.47112187,1930465.67676922,41.965202129,-87.741361358,"(41.96520212938508, -87.74136135790891)"
07/14/2020 12:16:00 PM,Honda,Silver,BN92500,Illinois,2317,W,LUNT,AVE,2243,W,LUNT,,Water Management,20-00049353,1159514.13699127,1946413.81779305,42.008681934,-87.688449765,"(42.0086819335463, -87.68844976511345)"
07/16/2020 08:15:00 AM,Ford,White,AU94568,Illinois,807,W,OAKDALE,AVE,1300,W,OAKDALE,,Other,20-00049858,1170372.99740005,1919812.04989093,41.935454592,-87.649278821,"(41.935454592374235, -87.64927882059895)"
07/14/2020 12:57:00 PM,Chevrolet,Gray,ZU49914,Illinois,1606,N,CLAREMONT,AVE,1451,N,OAKLEY,,CDOT Street Resurfacing,20-00049358,1160449.97430807,1910631.73771293,41.910474651,-87.686001104,"(41.91047465117771, -87.68600110422405)"
07/16/2020 09:05:00 AM,Chevrolet,Blue,S835383,Illinois,6657,S,SPAULDING,AVE,3105,W,MARQUETTE,,CDOT Street Resurfacing,20-00049897,1155540.526875,1860145.11885,41.772033622,-87.705392605,"(41.772033622060654, -87.70539260526483)"
07/22/2020 12:19:00 PM,Ford,White,AJ16726,Illinois,4720,S,ELLIS,AVE,1042,E,48TH ST,,Other,20-00051956,1183712.67910174,1873919.48732579,41.809220798,-87.60169304,"(41.80922079809609, -87.60169303960001)"
07/22/2020 01:30:00 PM,Toyota,Blue,BA72027,Illinois,3900,S,NB OUTER LAKE SHORE,DR,4300,S,ST LAWRENCE,,Broken Down,20-00051969,,,,,
07/14/2020 02:05:00 PM,Dodge,Silver,AW48487,Illinois,922,W,HOLLYWOOD,AVE,5113,N,SIMONDS,,Accident,20-00049389,1168969.29997706,1938033.72001948,41.985486095,-87.653906486,"(41.98548609468957, -87.65390648570185)"
07/22/2020 02:00:00 PM,Kia Motors Corp,White,BD72027,Illinois,3000,S,NB OUTER LAKE SHORE,DR,3100,S,LAKESHORE DR,,Accident,20-00051971,,,,,
07/22/2020 02:55:00 AM,Dodge,Black,N321687,Illinois,3110,E,LSD WACKER DR,XR,493,E,31 ST PLACE,,Stalled,20-00051980,,,,,
07/14/2020 02:41:00 PM,Bmw,White,99475,Illinois,319,S,CLINTON,ST,323,E,LOWER WACKER,,Accident,20-00049392,1172778.34031969,1898814.04449127,41.877781963,-87.641061909,"(41.877781963384344, -87.64106190918795)"
07/22/2020 07:01:00 PM,Toyota,Gray,BN 12718,Illinois,6238,S,LAKE SHORE,DR,1800,E,HAYES DR,,Broken Down,20-00052017,1191098.58970347,1863723.01509786,41.781065272,-87.57493329,"(41.78106527220624, -87.57493329019891)"
07/14/2020 03:00:00 PM,Ford,Burgundy,BT 23743,Illinois,1743,N,CLARK,ST,2404,N,CANNON DR,,Broken Down,20-00049395,1174765.78148846,1912032.09072949,41.914008764,-87.633368644,"(41.91400876443043, -87.63336864364798)"
07/14/2020 02:20:00 PM,Jeep,Gray,K764808,Illinois,922,W,HOLLYWOOD,AVE,5655,N,SHERIDAN,,Accident,20-00049391,1168969.29997706,1938033.72001948,41.985486095,-87.653906486,"(41.98548609468957, -87.65390648570185)"
07/14/2020 03:15:00 PM,Bmw,Black,229V317,Illinois,319,S,LAKE SHORE NB,DR,360,E,JACKSON,,Stalled,20-00049403,,,,,
07/22/2020 07:34:00 PM,Ford,Gray,1DR0356,Maryland,1412,E,LSD WACKER DR,XR,1400,S,SOUTHBOUND LAKESHORE,,Broken Down,20-00052022,,,,,
07/14/2020 04:06:00 PM,Nissan,Black,AF54576,Illinois,438,E,95TH,ST,442,E,95TH STREET,,Accident,20-00049407,1180944.76998038,1842080.22597196,41.721914799,-87.612823323,"(41.72191479860567, -87.61282332301855)"
07/14/2020 04:29:00 PM,Jeep,Black,534XGP,Wisconsin,1638,N,CALIFORNIA,AVE,2828,W,WABANSIA,,CDOT Curb and Gutter,20-00049408,1157444.83282534,1910772.30069125,41.910922073,-87.697037049,"(41.91092207262214, -87.69703704873156)"
07/22/2020 10:06:00 PM,Chevrolet,Red,V88 4551,Illinois,1318,E,47TH,ST,1318,E,47TH ST,,Accident,20-00052029,1185642.82022943,1874098.14979667,41.809665752,-87.594608106,"(41.80966575219277, -87.5946081056931)"
07/23/2020 02:12:00 PM,Honda,Red,R937770,Illinois,2971,S,LYMAN,ST,2971,S,LYMAN,,Water Management,20-00052364,1169140.75908604,1885113.78138112,41.84026704,-87.654815644,"(41.84026704022801, -87.65481564356787)"
07/23/2020 02:23:00 PM,Chevrolet,Gray,BA44706,Illinois,2981,S,LYMAN,ST,2983,S,LYMAN,,Water Management,20-00052366,1169043.35908604,1885049.68138112,41.840093255,-87.655174918,"(41.84009325479364, -87.65517491809688)"
07/20/2020 10:10:00 AM,Chevrolet,White,16311LE,Illinois,2707,W,59TH,ST,5956,S,FAIRFIELD,,Other,20-00051032,1159309.69367483,1865423.67811112,41.786442388,-87.691431455,"(41.786442387626096, -87.69143145532101)"
07/23/2020 03:02:00 PM,Oldsmobile,White,BU 79594,Illinois,4307,S,LAKE SHORE NB,DR,3900,S,LAKE PARK,,Broken Down,20-00052372,,,,,
07/16/2020 08:15:00 AM,Chrysler,Blue,CE61608,Illinois,5732,N,RIDGE,AVE,5697,N,RIDGE,,Accident,20-00049820,1166151.43002269,1938269.24002708,41.986193239,-87.664263603,"(41.986193239474915, -87.66426360269877)"
07/16/2020 08:40:00 AM,Chrysler,Gray,SONG,Illinois,3216,W,MARQUETTE,RD,3216,W,MARQUETTE,,CDOT Street Resurfacing,20-00049815,1156096.71423095,1860016.25941209,41.771668851,-87.703357235,"(41.77166885051332, -87.70335723462507)"
07/16/2020 08:37:00 AM,Chevrolet,Blue,AR54743,Illinois,1344,E,47TH,ST,1364,E,49TH,,Other,20-00049862,1185833.22022943,1874102.14979667,41.809672235,-87.593909633,"(41.809672235280395, -87.59390963285185)"
07/16/2020 08:38:00 AM,Hyundai,Red,AL50653,Illinois,3324,W,MARQUETTE,RD,3105,W,MARQUETTE,,CDOT Street Resurfacing,20-00049861,1155383.97999506,1859996.14138231,41.77162794,-87.705970447,"(41.771627940215055, -87.70597044710752)"
07/20/2020 10:47:00 AM,Honda,Silver,BV29261,Illinois,1949,N,CALIFORNIA,AVE,2044,N,RICHMOND,,CDOT Street Resurfacing,20-00051110,1157392.4416911,1912830.68771812,41.916571518,-87.697173428,"(41.9165715180958, -87.69717342766016)"
07/16/2020 08:31:00 AM,Acura,White,BN55313,Illinois,2617,N,KILDARE,AVE,2604,N,KILDARE,,Other,20-00049855,1147271.75983251,1917131.84182288,41.928574278,-87.734246411,"(41.92857427823881, -87.73424641106003)"
07/24/2020 10:20:00 AM,Nissan,Gray,ZZ80924,Illinois,206,N,UNION,AVE,300,E,LOWER WACKER,,Forestry,20-00052642,1171579.30386567,1901686.51462719,41.885690668,-87.645379888,"(41.88569066790075, -87.64537988773661)"
07/16/2020 08:43:00 AM,Nissan,Black,AS33434,Illinois,4858,W,GRACE,,4821,W,GRACE,,Peoples Gas,20-00049868,,,,,
07/24/2020 12:00:00 PM,Lexus,Black,580920,Illinois,658,N,LAKESHORE NORTHBOUND,DR,320,E,LOWERWACKER,,Accident,20-00052683,,,,,
07/24/2020 12:20:00 PM,Toyota,Red,Y817327,Illinois,4166,S,WALLACE,ST,506,W,ROOT,,Forestry,20-00052684,1172984.5273713,1877390.27020064,41.818988845,-87.640939081,"(41.81898884530217, -87.64093908108215)"
07/20/2020 11:21:00 AM,Honda,Black,Z482869,Illinois,5542,N,WAYNE,,5535,N,WAYNE,,Other,20-00051127,1166308.25759093,1936930.3056341,41.982515803,-87.663725298,"(41.98251580269918, -87.66372529788354)"
07/20/2020 11:16:00 AM,Ford,White,N896461,Illinois,1938,N,CALIFORNIA,AVE,1722,N,FRANCISCO,,CDOT Street Resurfacing,20-00051124,1157394.6416911,1912757.18771812,41.916369784,-87.697167348,"(41.916369783516664, -87.69716734797461)"
07/24/2020 12:21:00 PM,Toyota,Gray,9376542,Illinois,1472,W,FOSTER,AVE,5030,N,GLENWOOD,,Other,20-00052677,1165322.23453419,1934623.22960849,41.976206206,-87.667417604,"(41.97620620616764, -87.6674176037501)"
07/24/2020 03:30:00 PM,Dodge,Red,CA92500,Illinois,737,W,PERSHING,RD,3913,S,EMERALD,,Stalled,20-00052719,1171907.29750766,1879015.51467572,41.823472423,-87.644842973,"(41.82347242344019, -87.6448429727768)"
07/20/2020 11:34:00 AM,Chevrolet,Gray,BZ18306,Illinois,7122,S,NORMAL,,448,W,72ND STREET,,Water Management,20-00051132,,,,,
07/22/2020 11:48:00 PM,Buick,White,A483307,Illinois,905,W,HOLLYWOOD,AVE,5650,N,SHARDON,,Accident,20-00052032,1169049.59997706,1938029.22001948,41.985471998,-87.653611281,"(41.98547199824816, -87.6536112810121)"
07/16/2020 09:06:00 AM,Dodge,Blue,VWA994,Indiana,1122,E,47TH,ST,4620,S,GREENWOOD,,Other,20-00049899,1184520.73391753,1874071.90888036,41.809620139,-87.598724505,"(41.8096201387547, -87.5987245050086)"
07/23/2020 12:54:00 AM,Jeep,Black,AD25167,Illinois,8747,S,SOUTH CHICAGO,AVE,8745,S,SOUTH CHICAGO,,Commonwealth Edison,20-00052035,1194117.23998199,1847423.01049587,41.736263225,-87.564400658,"(41.736263225253765, -87.56440065760815)"
07/23/2020 01:56:00 AM,Pontiac,Black,353V365,Illinois,28,W,KINZIE,,405,N,DEARBORN,,Stalled,20-00052037,1176523.81956692,1902487.71317908,41.887778991,-87.627198612,"(41.88777899135314, -87.62719861152456)"
07/23/2020 07:39:00 AM,Mercury,Black,BR74890,Illinois,4349,W,ADAMS,ST,4329,W,ADAMS,,Other,20-00052048,1147428.94728207,1898657.14747428,41.877874776,-87.734142984,"(41.877874775651186, -87.73414298412095)"
07/14/2020 04:22:00 PM,Chevrolet,White,BF 33466,Illinois,4650,S,WOODLAWN,AVE,1158,E,47TH STREET,,Other,20-00049411,1185030.43699194,1874340.6798285,41.810345695,-87.596846575,"(41.810345694797796, -87.59684657464692)"
07/16/2020 08:35:00 AM,Honda,Silver,R562942,Illinois,857,W,76TH,ST,7621,S,GREEN,,Other,20-00049864,1171829.88532824,1854455.12363062,41.756077687,-87.645847469,"(41.7560776867854, -87.64584746873368)"
07/23/2020 07:46:00 AM,Ford,Black,AL21229,Illinois,4350,W,ADAMS,ST,129,S,KOSTNER,,Other,20-00052053,1147759.04728207,1898664.44747428,41.877888477,-87.732930739,"(41.87788847737583, -87.73293073913275)"
07/23/2020 07:56:00 AM,Dodge,Gray,BW95255,Illinois,4355,W,ADAMS,ST,4301,W,ADAMS,,Other,20-00052058,1147388.51041243,1898656.24048188,41.877873061,-87.734291483,"(41.877873061335976, -87.73429148303661)"
07/23/2020 06:54:00 PM,Kia Motors Corp,Blue,9912619,Illinois,9105,S,ASHLAND,AVE,9105,S,ASHLAND,,Accident,20-00052397,1167269.55197526,1844329.56669311,41.728390493,-87.662849234,"(41.7283904925244, -87.6628492337699)"
07/10/2020 08:20:00 AM,Toyota,Black,CD81568,Illinois,3403,W,SUNNYSIDE,AVE,4307,N,SAWYER,,Water Management,20-00048383,1152874.45819448,1929700.25691907,41.962953666,-87.713324182,"(41.9629536661651, -87.71332418225697)"
07/10/2020 08:51:00 AM,Mazda,Black,BZ69522,Illinois,3612,N,TRIPP,,3612,N,TRIPP,,Forestry,20-00048385,1147359.81989596,1923669.93442338,41.946513689,-87.733754784,"(41.946513689303124, -87.73375478350837)"
07/10/2020 09:30:00 AM,Chevrolet,White,209V189 TEMPORARY,Illinois,1000,N,LAKESHORE SOUTHBOUND,DR,348,E,CHICAGO AVE,,Accident,20-00048420,,,,,
07/15/2020 08:50:00 AM,Chevrolet,Blue,249V258,Illinois,755,N,AUSTIN,BLVD,749,N,WALLER,,CDOT Street Resurfacing,20-00049526,1136234.43163203,1904482.02611769,41.894066119,-87.775107976,"(41.89406611926273, -87.77510797626437)"
07/15/2020 08:46:00 AM,Chevrolet,Gray,V433272,Illinois,6655,S,WHIPPLE,ST,3034,W,66TH ST,,CDOT Street Resurfacing,20-00049530,1157198.38989651,1860342.15889422,41.772540952,-87.699310012,"(41.77254095206507, -87.69931001172625)"
07/15/2020 08:57:00 AM,Buick,Silver,CA19965,Illinois,3008,W,MARQUETTE,RD,2945,W,66TH ST,,CDOT Street Resurfacing,20-00049572,1157450.65800711,1860053.26740762,41.771743084,-87.698393078,"(41.771743083744255, -87.6983930777913)"
07/10/2020 11:38:00 AM,Saturn,Silver,BW15861,Illinois,1611,N,FAIRFIELD,AVE,1638,N,FAIRFIELD,,Other,20-00048434,1157792.1781248,1910597.01897419,41.910434007,-87.695765808,"(41.910434007445225, -87.69576580794796)"
07/10/2020 11:32:00 AM,Nissan,Gray,BD29004,Illinois,1510,W,17TH,STREET,1621,S,ASHLAND,,Other,20-00048428,1165967.16793399,1892808.9488068,41.861451506,-87.66624205,"(41.861451506174014, -87.66624204972791)"
07/15/2020 10:28:00 AM,Cadillac,Red,CC29346,Illinois,4238,W,21ST,ST,4218,W,CULLERTON,,Water Management,20-00049641,1148451.15499987,1889751.68570262,41.85341747,-87.730619225,"(41.8534174704778, -87.73061922486167)"
07/23/2020 08:08:00 PM,Honda,Blue,Y748469,Illinois,1955,N,STOCKTON,DR,1957,N,STOCKTON,,Accident,20-00052406,1174491.74619712,1913432.59700485,41.917857948,-87.634333456,"(41.917857947927374, -87.63433345581345)"
07/23/2020 08:14:00 PM,Mazda,Gray,Q774595,Illinois,1742,E,53RD,ST,5300,S,SHORE,,Broken Down,20-00052407,1188965.68987325,1870473.91329513,41.799641584,-87.58253667,"(41.79964158356893, -87.58253667033023)"
07/23/2020 10:11:00 PM,Mitsubishi,White,AP34034,Illinois,4900,S,SB OUTER LAKESHORE,DR,5300,S,SHORE,,Broken Down,20-00052411,,,,,
07/23/2020 11:14:00 PM,Toyota,White,ZV88038,Illinois,409,N,DEARBORN,ST,100,S,COLUMBUS,,Stalled,20-00052412,1175866.75641837,1903103.27328511,41.889482934,-87.629592992,"(41.88948293354344, -87.6295929919688)"
07/23/2020 12:00:00 AM,Toyota,Maroon,BF15115,Illinois,1403,S,LAKE SHORE NB,DR,3108,S,RHODES,,Broken Down,20-00052413,,,,,
07/19/2020 11:54:00 AM,Hyundai,Black,CB23397,Illinois,1000,N,LAKE SHORE NORTHBOUND,DRIVE,40,E,BURTON PLACE,,Broken Down,20-00050676,,,,,
07/20/2020 10:59:00 AM,Acura,Black,BA42956,Illinois,1830,N,CALIFORNIA,AVE,2840,W,WABANSIA,,CDOT Street Resurfacing,20-00051115,1157415.01200007,1912070.62997718,41.9144854,-87.69711122,"(41.914485399934016, -87.69711121983978)"
07/20/2020 11:38:00 AM,Ford,White,X347896,Illinois,1732,N,CALIFORNIA,AVE,2845,W,CORTLAND,,CDOT Street Resurfacing,20-00051134,1157429.72660138,1911575.36230684,41.913126046,-87.697070659,"(41.91312604622715, -87.6970706587237)"
07/20/2020 11:28:00 AM,Honda,White,995D86,Nevada,5,S,STATE,ST,5535,N,WAYNE,,Other,20-00051130,1176376.59122814,1900376.50989122,41.881989057,-87.627803016,"(41.88198905663059, -87.62780301626108)"
07/20/2020 11:28:00 AM,Kia Motors Corp,Gray,AEV4636,Wisconsin,1638,N,CALIFORNIA,AVE,2844,W,NORTH AVENUE,,CDOT Street Resurfacing,20-00051128,1157444.83282534,1910772.30069125,41.910922073,-87.697037049,"(41.91092207262214, -87.69703704873156)"
07/14/2020 04:55:00 PM,Jeep,Blue,343909,Illinois,1639,N,CALIFORNIA,AVE,1445,N,CALIFORNIA,,CDOT Curb and Gutter,20-00049414,1157444.83282534,1910779.00069125,41.910940458,-87.697036866,"(41.910940457968046, -87.69703686613686)"
07/23/2020 08:10:00 AM,Honda,Gray,E190625,Illinois,4711,S,ELLIS,AVE,4900,E,49TH,,Other,20-00052101,1183711.27910174,1873979.68732579,41.809386024,-87.601696295,"(41.809386024151394, -87.6016962947456)"
07/24/2020 02:24:00 AM,Mercedes,Gray,WMD91WS,Illinois,308,E,RANDOLPH,ST,1157,S,WABASH,,Stalled,20-00052414,1178392.61319011,1901314.19969159,41.884516407,-87.620371693,"(41.884516407288814, -87.62037169340321)"
07/24/2020 08:20:00 AM,Nissan,Blue,AW81210,Illinois,5039,S,BLACKSTONE,AVE,5009,S,BLACKSTONE,,Other,20-00052529,1186774.82001939,1871874.52008122,41.803537181,-87.590526663,"(41.80353718054722, -87.5905266630324)"
07/24/2020 11:12:00 AM,Toyota,Black,AB57031,Illinois,1523,W,BRYN MAWR,AVE,1352,W,CATALPA,,Other,20-00052658,1165026.02179381,1937277.27697208,41.983495313,-87.668431131,"(41.98349531274923, -87.66843113145418)"
07/16/2020 10:00:00 AM,Dodge,Blue,407346,Illinois,4658,S,ELLIS,AVE,4620,S,GREENWOOD,,Other,20-00049936,1183702.87910174,1874327.88732579,41.810341707,-87.601716232,"(41.81034170740866, -87.60171623176936)"
07/16/2020 09:48:00 AM,Bmw,White,H976578,Illinois,6536,N,RAVENSWOOD,AVE,6459,N,RAVENSWOOD,,Forestry,20-00049930,1163167.90681143,1943509.12992019,42.000635086,-87.675088751,"(42.000635086336324, -87.67508875148077)"
07/24/2020 11:15:00 AM,Toyota,Silver,X550404,Illinois,1325,N,CLARK,ST,1311,N,CLARK,,Forestry,20-00052659,1175291.0866147,1909226.9223095,41.906299475,-87.631523108,"(41.9062994752842, -87.63152310823625)"
07/16/2020 10:12:00 AM,Nissan,Black,Q847411,Illinois,2407,N,KILBOURN,,4430,W,BELDEN,,Water Management,20-00049939,1145987.12480588,1915666.45127766,41.92457764,-87.73900438,"(41.924577639817585, -87.73900438023165)"
07/17/2020 08:40:00 AM,Jeep,Yellow,AU95759,Illinois,1702,W,ERIE,ST,1474,W,ERIE,,Forestry,20-00050229,1164939.48698088,1904408.32823211,41.893303013,-87.669685229,"(41.89330301326759, -87.6696852285777)"
07/17/2020 08:50:00 AM,Nissan,Red,ZX55996,Illinois,1706,W,ERIE,ST,659,N,WOOD,,Forestry,20-00050241,1164912.48698088,1904407.52823211,41.893301391,-87.669784412,"(41.89330139103186, -87.6697844122366)"
07/24/2020 03:29:00 AM,Ford,Red,BF43295,Illinois,519,E,27TH,ST,1800,S,MOE DRIVE,,Stalled,20-00052716,1180078.51727157,1886752.88599214,41.844520733,-87.614628557,"(41.844520732929524, -87.61462855681786)"
07/24/2020 04:00:00 PM,Ford,Red,H576051,Illinois,2552,N,LAKE SHORE SB,DR,2400,N,CANNON DRIVE,,Stalled,20-00052720,,,,,
07/17/2020 09:05:00 AM,Kia Motors Corp,Black,BA45526,Illinois,1702,W,ERIE,ST,639,N,WOOD,,Forestry,20-00050252,1164939.48698088,1904408.32823211,41.893303013,-87.669685229,"(41.89330301326759, -87.6696852285777)"
07/17/2020 08:45:00 AM,Cadillac,Green,SR4912,Illinois,5319,S,KIMBARK,AVE,4711,S,KIMBARK,,Other,20-00050220,1185563.51993021,1870280.60507993,41.799191998,-87.595019241,"(41.79919199801945, -87.59501924135724)"
07/17/2020 11:38:00 AM,Chevrolet,Red,AFP827,Indiana,1525,W,WILSON,AVE,1625,N,SUNNYSIDE,,Other,20-00050436,1165143.16010434,1930629.15716803,41.965250141,-87.668190163,"(41.96525014143262, -87.6681901626645)"
07/17/2020 10:10:00 AM,Volkswagen,Black,BQ88661,Illinois,4846,N,KARLOV,AVE,4906,N,KARLOVE,,Other,20-00050411,1148184.88292467,1931891.61352369,41.969058728,-87.73050949,"(41.96905872772406, -87.73050949021605)"
07/17/2020 04:31:00 PM,Nissan,Brown,5206C/C,Illinois,752,W,SCHUBERT,AVE,725,W,SCHUBERT'S,,Mayor's Office of Special Events,20-00050504,1170694.84991303,1918396.98311428,41.931564534,-87.648137566,"(41.931564534396635, -87.64813756589281)"
07/23/2020 08:03:00 AM,Chevrolet,Silver,BA34406,Illinois,149,S,KOSTNER,AVE,129,S,KOSTNER,,Other,20-00052067,1147083.82740818,1898891.74020224,41.87852513,-87.735404191,"(41.87852513022554, -87.735404190889)"
07/20/2020 10:45:00 AM,Jeep,Red,BU77438,Illinois,2709,W,59TH,ST,5951,S,FAIRFIELD,,Other,20-00051118,1159288.19367483,1865423.07811112,41.786441182,-87.691510302,"(41.786441181584856, -87.69151030231357)"
07/23/2020 07:48:00 AM,Dodge,Blue,BW31638,Illinois,2905,E,97TH,ST,2907,E,97TH STREET,,Forestry,20-00052066,1197124.30129097,1841189.89402804,41.719084776,-87.553590919,"(41.719084776200816, -87.55359091884557)"
07/23/2020 08:02:00 AM,Ford,White,418U430,Illinois,5156,N,LAVERGNE,AVE,5036,W,FOSTER,,Other,20-00052062,1142085.33099083,1933906.73701814,41.974703967,-87.752887519,"(41.97470396665316, -87.75288751909275)"
07/20/2020 11:12:00 AM,Scion,Gray,F370244,Illinois,5540,N,WADNE,,5537,N,WAYNE,,Other,20-00051121,1166308.55759093,1936916.8056341,41.982478752,-87.663724583,"(41.98247875187293, -87.66372458270797)"
07/20/2020 11:03:00 AM,Honda,Black,R806466,,3317,W,WRIGHTWOOD,,3309,W,WRIGHTWOOD,,Other,20-00051120,1153573.33392697,1917087.15797907,41.928328507,-87.71109131,"(41.92832850713924, -87.71109130966447)"
07/16/2020 09:10:00 AM,Honda,Tan,S835028,Illinois,1527,N,WICKER PARK,AVE,1237,N,DAMEN,,Forestry,20-00049903,1162925.17002897,1909970.87996681,41.90860959,-87.676926758,"(41.9086095897024, -87.67692675814303)"
07/16/2020 09:16:00 AM,Ford,Gray,CC71891,Illinois,6654,S,SPAULDING,AVE,3103,W,MARQUETTE,,CDOT Street Resurfacing,20-00049905,1155540.226875,1860155.51885,41.772062167,-87.705393427,"(41.772062167257225, -87.7053934266334)"
07/16/2020 09:20:00 AM,Toyota,Blue,Q326852,Illinois,5,S,STATE,ST,4735,W,WAVELAND,,Water Management,20-00049904,1176376.59122814,1900376.50989122,41.881989057,-87.627803016,"(41.88198905663059, -87.62780301626108)"
07/21/2020 12:45:00 PM,Nissan,Gray,189170EN,Illinois,2449,N,CENTRAL PARK,AVE,2507,N,CENTRAL PARK,,Other,20-00051580,1151968.2698299,1916044.81953233,41.925500054,-87.717016919,"(41.92550005429793, -87.71701691872829)"
07/21/2020 12:36:00 PM,Subaru,Silver,BQ45671,Illinois,6246,N,WINTHROP,AVE,1330,W,GLENLAKE,,Other,20-00051574,1167721.728425,1941737.231,41.995675676,-87.65838759,"(41.99567567591565, -87.65838759009968)"
07/23/2020 08:24:00 AM,Ford,Silver,3258724,Illinois,4448,W,ADAMS,ST,149,S,KILBOURN,,Other,20-00052164,1146768.71041243,1898642.24048188,41.877846492,-87.736567616,"(41.87784649208247, -87.7365676162049)"
07/23/2020 08:15:00 AM,Scion,Brown,AG21208,Illinois,2541,W,AINSLIE,ST,2511,W,AINSLIE,,Other,20-00052105,1158531.72309462,1932593.24459074,41.970777962,-87.692444865,"(41.97077796239737, -87.69244486457826)"
07/23/2020 08:18:00 AM,Toyota,Beige,BR43529,Illinois,6627,S,ST LAWRENCE,AVE,6523,S,ST LAWRENCE,,CDOT Street Resurfacing,20-00052104,1181373.95041067,1861202.59749562,41.774378832,-87.610663047,"(41.77437883198141, -87.610663046773)"
07/17/2020 04:23:00 PM,Ford,White,DMS 5872,Michigan,100,S,LAKE SHORE,DRIVE,370,E,MONROE DRIVE,,Stalled,20-00050505,1177324.39101512,1899960.94636756,41.880827293,-87.624335354,"(41.88082729327492, -87.62433535373923)"
07/19/2020 03:45:00 AM,Mazda,Burgundy,P23 4270,Illinois,634,N,LAKE SHORE SB,DR,380,E,CHICAGO,,Broken Down,20-00050692,,,,,
07/16/2020 09:33:00 AM,Volkswagen,Gray,BT65857,Illinois,6857,S,OGLESBY,AVE,2343,E,71ST STREET,,Other,20-00049913,1192951.04531043,1859948.62959343,41.770663057,-87.56826504,"(41.77066305735022, -87.56826503998788)"
07/16/2020 09:24:00 AM,Ford,Blue,ZE4P9V,Missouri,3406,N,SEMINARY,AVE,3516,N,SEMINARY,,Other,20-00049916,1168343.74931643,1922803.74502682,41.943708128,-87.656649586,"(41.94370812848302, -87.65664958573662)"
07/16/2020 09:25:00 AM,Ford,White,BW77772.,Illinois,2375,E,70TH,ST,2154,E,71ST STREET,,Other,20-00049896,1193252.11002886,1859006.24999131,41.768069745,-87.567192245,"(41.76806974451064, -87.56719224538975)"
07/16/2020 09:34:00 AM,Buick,White,CD36744,Illinois,4658,S,ELLIS,AVE,4654,S,ELLIS,,Other,20-00049917,1183702.87910174,1874327.88732579,41.810341707,-87.601716232,"(41.81034170740866, -87.60171623176936)"
07/20/2020 11:17:00 AM,Chrysler,Gray,ZZ8988,Illinois,2604,N,SAWYER,AVE,2604,N,SAWYER,,Other,20-00051126,1154035.4160127,1917125.71092735,41.928425085,-87.709392282,"(41.92842508506366, -87.70939228212339)"
07/23/2020 08:30:00 AM,Mazda,Black,LRF5949,Texas,1210,W,FOSTER,,1329,W,CATALPA,,Peoples Gas,20-00052167,,,,,
07/20/2020 11:36:00 AM,Mini,Tan,BY 18957,Illinois,5526,N,WAYNE,,5531,N,WAYNE,,Other,20-00051133,,,,,
07/17/2020 09:15:00 AM,Mazda,Silver,N974669,Illinois,1114,W,CULLERTON,ST,1138,W,CULLERTON,,CDOT Curb and Gutter,20-00050257,1169403.89827077,1890571.70317706,41.855238349,-87.653691526,"(41.85523834913017, -87.65369152625654)"
07/17/2020 09:15:00 AM,Honda,Gray,JSE6007,Pennsylvania,1939,W,HURON,ST,640,N,DAMEN,,Forestry,20-00050255,1163348.3739809,1904693.22820302,41.894118423,-87.675520776,"(41.89411842327769, -87.67552077648936)"
07/20/2020 11:37:00 AM,Volkswagen,Black,AX92072,Illinois,2626,S,WALLACE,ST,648,W,28TH,,Other,20-00051135,1172734.57322732,1886923.02182792,41.845153083,-87.6415744,"(41.845153082982854, -87.64157439968538)"
07/21/2020 12:46:00 PM,Toyota,White,BF60356,Illinois,5,S,STATE,ST,6229,N,RICHMOND,,Other,20-00051576,1176376.59122814,1900376.50989122,41.881989057,-87.627803016,"(41.88198905663059, -87.62780301626108)"
07/17/2020 09:27:00 AM,Mitsubishi,Gray,AE24401,Illinois,4952,N,KEYSTONE,AVE,4100,W,ARGYLE,,Other,20-00050392,1148497.63011628,1932602.93759238,41.971004607,-87.729341074,"(41.97100460653023, -87.72934107377424)"
07/17/2020 09:38:00 AM,Ford,Black,Y969456,Illinois,7946,S,PHILLIPS,AVE,2438,E,81ST ST,,Other,20-00050396,1193907.44002952,1852629.06000836,41.750554204,-87.564998979,"(41.750554204373955, -87.56499897925654)"
07/17/2020 09:34:00 AM,Cadillac,Black,BB48362,Illinois,2421,W,NORTH,AV,1857,N,RICHMOND,,CDOT Street Resurfacing,20-00050398,1159923.48132779,1912552.53998,41.915756365,-87.687882139,"(41.915756364933806, -87.68788213913612)"
07/23/2020 08:36:00 AM,Chrysler,Gray,AU27294,Illinois,6609,S,ST LAWRENCE,AVE,6509,S,ST LAWRENCE,,CDOT Street Resurfacing,20-00052171,1181370.65041067,1861323.09749562,41.774709572,-87.610671432,"(41.77470957184971, -87.61067143198301)"
